,news,date
9,"Test-driving Volkswagen’s ID.4, Ford’s Mustang Mach-E and Volvo’s XC40 Recharge: The green turf where Tesla has dominated for so long is poised to grow crowded.",2021-04-22T10:00:09+0000
10,"Musk, who runs Tesla and SpaceX, will become the rare “S.N.L.” host not from the worlds of entertainment, politics or sports.",2021-04-24T21:52:08+0000
11,"Musk, who runs Tesla and SpaceX, will become the rare “S.N.L.” host not from the worlds of entertainment, politics or sports.",2021-04-24T21:52:08+0000
12,The electric-car maker’s performance reflected increasing sales and production around the world.,2021-04-26T18:07:57+0000
13,The electric-car maker’s performance reflected increasing sales and production around the world.,2021-04-26T18:07:57+0000
14,The space agency picked Elon Musk’s company over two other bidders to take its astronauts back to the lunar surface.,2021-04-26T21:00:09+0000
15,Bitcoin and emissions credits helped it set a quarterly earnings record.,2021-04-27T11:53:52+0000
16,Bitcoin and emissions credits helped it set a quarterly earnings record.,2021-04-27T11:53:52+0000
17,"The company is charging tens of thousands of dollars more to cover roofs with its much-anticipated solar shingles, angering some customers.",2021-04-29T09:00:29+0000
18,"The company is charging tens of thousands of dollars more to cover roofs with its much-anticipated solar shingles, angering some customers.",2021-04-29T09:00:29+0000
0,"The automaker should be able to win back some customers who drifted to Tesla, and hold onto the Tesla-curious.",2021-05-02T09:00:11+0000
1,"The cryptocurrency that started as a joke is up by roughly 14,000 percent this year.",2021-05-05T12:25:50+0000
2,"The choice to have the Tesla and SpaceX billionaire host “S.N.L.” has drawn praise, criticism and some veiled pushback from the show’s own cast members.",2021-05-07T09:00:13+0000
3,"The billionaire has been posting content creators’ work without credit. Some are frustrated; others, simply puzzled.",2021-05-07T09:00:27+0000
4,"The much-discussed Tesla and SpaceX executive took a self-deprecating approach, telling viewers, “I’m pretty good at running human in emulation mode.”",2021-05-09T07:38:38+0000
5,The ransomware attack on Colonial Pipeline is a sobering reminder about cybersecurity.,2021-05-10T11:46:34+0000
6,"Param Sharma, 25, was arrested on charges of reckless driving. “I’m about to go in the back seat right now,” he said after being released from jail.",2021-05-12T19:10:50+0000
7,"Elon Musk, Tesla’s chief executive, blamed the amount of energy, increasingly generated from fossil fuels, used by Bitcoin.",2021-05-13T00:25:17+0000
8,"Elon Musk, Tesla’s chief executive, blamed the amount of energy, increasingly generated from fossil fuels, used by Bitcoin.",2021-05-13T00:25:17+0000
9,"In a sudden U-turn, Tesla stopped accepting the cryptocurrency as payment. But why?",2021-05-13T11:16:47+0000
10,"In a sudden U-turn, Tesla stopped accepting the cryptocurrency as payment. But why?",2021-05-13T11:16:47+0000
11,"Elon Musk said Tesla would stop accepting Bitcoin as payment for cars, citing environmental reasons, a move that sent the price of the cryptocurrency plunging.",2021-05-13T13:41:30+0000
12,"Elon Musk said Tesla would stop accepting Bitcoin as payment for cars, citing environmental reasons, a move that sent the price of the cryptocurrency plunging.",2021-05-13T13:41:30+0000
13,It was once a parody — then he turned the cryptocurrency into his profit.,2021-05-14T09:57:06+0000
14,"Over all, nearly 7,000 investors lost $80 million in assorted cryptocurrency scams from October through March, according to a Federal Trade Commission report.",2021-05-18T12:00:25+0000
15,"Companies with Bitcoin on their balance sheets may be getting nervous. Three big corporate investors in Bitcoin are Tesla, MicroStrategy and Square.",2021-05-24T12:32:26+0000
16,"For years, those in a rural Texas village cherished living among nature and wildlife. Elon Musk’s SpaceX has brought new fears and the promise of an economic boost to one of America’s poorest corners.",2021-05-24T14:24:08+0000
17,"It can be fun to try out new products, but only if we know what we’re signing up for.",2021-05-24T17:10:08+0000
0,An analysis by ProPublica based on I.R.S. documents showed billionaires like Jeff Bezos and Elon Musk benefited from tax code loopholes and a focus on taxing income over wealth.,2021-06-08T15:34:03+0000
1,"The wealthiest Americans live by a different set of rules, lavishly spending money that isn’t taxed as income.",2021-06-08T23:05:05+0000
2,A bombshell report raises questions about the tax bills of the wealthy.,2021-06-09T11:56:45+0000
3,A ProPublica report showing how little many of America’s wealthiest paid in taxes raises that question. Also: Covid proms.,2021-06-09T16:42:32+0000
4,A new investigation confirms that the ultrarich don’t pay taxes like the rest of us. Should they?,2021-06-10T22:00:03+0000
5,"The journalist Jesse Eisinger breaks down the ProPublica investigation into how little the uber-rich pay in taxes, and what that means for the rest of us.",2021-06-14T09:00:09+0000
6,How a powerful industry conquered the U.S. tax system.,2021-06-14T11:23:32+0000
7,Leaked documents have reignited a long-simmering debate: Why are the ultrawealthy taxed so differently from those who earn far less?,2021-06-15T10:00:08+0000
8,The American idealization of wealthy mavericks isn't confined to the pages of comic books. ,2021-06-20T13:30:04+0000
9,"With the pandemic starting to ease in the United States, many had expected a year of wild investments to slow. It hasn’t. Yet.",2021-06-23T09:00:24+0000
10,Federal safety regulators told automakers to provide more information about accidents involving cars and trucks with automation technology.,2021-06-29T15:55:47+0000
11,Federal safety regulators told automakers to provide more information about accidents involving cars and trucks with automation technology.,2021-06-29T15:55:47+0000
0,"A former Tesla executive, she ran a family foundation that focuses on environmental sustainability. Her jewelry company uses recycled metals.",2021-07-01T17:46:01+0000
1,"Tesla said sales doubled in the second quarter, but Ford reported a more modest increase as the industry grapples with a semiconductor shortage.",2021-07-02T12:50:04+0000
2,"A California family that lost a 15-year-old boy when a Tesla hit its pickup truck is suing the company, claiming its Autopilot system was partly responsible.",2021-07-05T20:30:28+0000
3,"A California family that lost a 15-year-old boy when a Tesla hit its pickup truck is suing the company, claiming its Autopilot system was partly responsible.",2021-07-05T20:30:28+0000
4,"The talk show host, the R&B singer Khalid and others added glitz to an event full of rocket science.",2021-07-11T15:34:07+0000
5,Didi Chuxing is just the tip of the iceberg.,2021-07-13T11:25:54+0000
6,"With the suborbital flights made by Jeff Bezos and Richard Branson this month, the privatization of the space industry has crossed the point of no return.",2021-07-21T18:56:46+0000
7,"Elon Musk wanted to tap German engineering expertise, but may have gotten more local culture than he had bargained for.",2021-07-22T09:00:15+0000
8,"Elon Musk wanted to tap German engineering expertise, but may have gotten more local culture than he had bargained for.",2021-07-22T09:00:15+0000
9,It’s giving retail investors much more of its I.P.O. than is the norm.,2021-07-22T11:11:22+0000
10,"Two new books, Eric Berger’s “Liftoff” and Tim Higgins’s “Power Play,” explore Musk’s terrestrial and extraterrestrial pursuits — and what has made him so successful.",2021-07-23T17:32:59+0000
11,"Two new books, Eric Berger’s “Liftoff” and Tim Higgins’s “Power Play,” explore Musk’s terrestrial and extraterrestrial pursuits — and what has made him so successful.",2021-07-23T17:32:59+0000
12,The electric car company made $1 billion in the second quarter as its revenue roughly doubled from the same period a year earlier.,2021-07-26T19:46:15+0000
13,The electric car company made $1 billion in the second quarter as its revenue roughly doubled from the same period a year earlier.,2021-07-26T19:46:15+0000
14,We’re all Tesla’s guinea pigs.,2021-07-30T09:00:16+0000
15,We’re all Tesla’s guinea pigs.,2021-07-30T09:00:16+0000
16,The Government Accountability Office said a $2.9 billion award to SpaceX to build the next lunar lander for astronauts would stand.,2021-07-30T21:24:29+0000
0,"Unscrupulous, boundary-pushing executives seem to be an inescapable part of the most exciting technology.",2021-08-03T16:24:12+0000
1,A push to increase sales of electric vehicles favors companies that already have all-electric cars on the market and could penalize those that don’t.,2021-08-06T07:00:10+0000
2,"President Biden has made conversion to E.V.s a pillar of climate policy. But government incentives mostly help affluent buyers, not average families.",2021-08-09T17:51:08+0000
3,A longtime critic of the Tesla chief executive explains why his bets against the car company haven’t paid off.,2021-08-12T11:53:21+0000
4,A longtime critic of the Tesla chief executive explains why his bets against the car company haven’t paid off.,2021-08-12T11:53:21+0000
5,It will be the broadest look yet at Tesla’s assisted-driving technology. The National Highway Traffic Safety Administration has the authority to force a recall or require new safety features.,2021-08-16T12:17:26+0000
6,It will be the broadest look yet at Tesla’s assisted-driving technology. The National Highway Traffic Safety Administration has the authority to force a recall or require new safety features.,2021-08-16T12:17:26+0000
7,A 2019 crash in Florida highlights how gaps in Tesla’s driver-assistance system and distractions can have tragic consequences.,2021-08-17T09:00:23+0000
8,A 2019 crash in Florida highlights how gaps in Tesla’s driver-assistance system and distractions can have tragic consequences.,2021-08-17T09:00:23+0000
9,The lawsuit could have far-reaching consequences for the entire blank-check industry.,2021-08-17T12:10:56+0000
10,"As the company deals with government scrutiny of its driver-assistance technology, an add-on kit sold for up to $10,000 is also getting more attention.",2021-08-20T15:24:30+0000
11,"As the company deals with government scrutiny of its driver-assistance technology, an add-on kit sold for up to $10,000 is also getting more attention.",2021-08-20T15:24:30+0000
12,Auto analysts consider Rivian one of the most viable electric vehicle start-ups in what is expected to be a very competitive market.,2021-08-27T14:53:34+0000
13,Elon Musk has put up $100 million in prize money for a way to extract carbon from the atmosphere.,2021-08-30T19:06:29+0000
0,The request by the National Highway Traffic Safety Administration is part of an investigation into Tesla cars crashing into parked emergency vehicles.,2021-09-01T18:32:03+0000
1,"The United States has about 100,000 public chargers, far fewer than Europe and China. It needs 10 times as many, auto experts say, to complete the switch from combustion engine vehicles.",2021-09-07T09:00:23+0000
2,Small trucks from Ford and Hyundai are joining a growing field of electric models as America’s go-to vehicle adapts to an evolving market.,2021-09-08T07:00:09+0000
3,"The four-person team raised the number of people in space to 14 for about a day, passing a record set in 2009.",2021-09-16T05:52:56+0000
4,"Tesla, which makes about two-thirds of electric vehicles sold in the United States, has long produced the cars with the best range.",2021-09-16T12:30:21+0000
5,All places are not equal when it comes to the infrastructure that supports electric vehicles.,2021-09-16T13:30:06+0000
6,"The rivalry between Elon Musk and Jeff Bezos over spaceflight is well known, but the two made nice on Twitter over the Inspiration4 launch.",2021-09-17T01:11:20+0000
7,One thing’s for sure: Escaping the dung heap doesn’t come cheap.,2021-09-21T06:30:13+0000
0,"The company, which is backed by Amazon and Ford, is seeking to sell shares in one of the biggest initial public offerings of the year.",2021-10-01T22:31:40+0000
1,"The company, which is backed by Amazon and Ford, is seeking to sell shares in one of the biggest initial public offerings of the year.",2021-10-01T22:31:40+0000
2,The electric-car maker has weathered the global shortage of semiconductors better than more established rivals.,2021-10-02T17:42:52+0000
3,The electric-car maker has weathered the global shortage of semiconductors better than more established rivals.,2021-10-02T17:42:52+0000
4,The National Highway Traffic Safety Administration said battery fires in Tesla’s electric vehicles when no crash was involved were “rare events.”,2021-10-04T20:35:42+0000
5,"A jury agreed with Owen Diaz that Tesla had created a hostile environment at its factory in Fremont, Calif.",2021-10-05T02:18:30+0000
6,"Elon Musk announced the move at the company’s annual shareholder meeting, hosted at a factory Tesla is building near Austin.",2021-10-07T09:00:52+0000
7,"Elon Musk announced the move at the company’s annual shareholder meeting, hosted at a factory Tesla is building near Austin.",2021-10-07T09:00:52+0000
8,"In a thoroughly modern blurring of reality and fiction, William Shatner will soar to space with Blue Origin. Do you care?",2021-10-07T17:57:46+0000
9,"In a thoroughly modern blurring of reality and fiction, William Shatner will soar to space with Blue Origin. Do you care?",2021-10-07T17:57:46+0000
10,"While its C.E.O., Elon Musk, and the state’s conservative lawmakers share libertarian sensibilities, they differ greatly on climate change and renewable energy.",2021-10-08T17:33:54+0000
11,"While its C.E.O., Elon Musk, and the state’s conservative lawmakers share libertarian sensibilities, they differ greatly on climate change and renewable energy.",2021-10-08T17:33:54+0000
12,New data show that companies are increasingly hiring outside of places like Silicon Valley.,2021-10-08T19:05:06+0000
13,New data show that companies are increasingly hiring outside of places like Silicon Valley.,2021-10-08T19:05:06+0000
14,"In a letter, the National Highway Traffic Safety Administration reminded Tesla that federal law requires automakers to initiate recalls if they find defects that pose a safety risk.",2021-10-13T15:06:53+0000
15,"The automaker also reported a big jump in revenue, to $13.8 billion from $8.8 billion a year ago, as sales of the Model Y continue to rise.",2021-10-20T20:09:33+0000
16,"The automaker also reported a big jump in revenue, to $13.8 billion from $8.8 billion a year ago, as sales of the Model Y continue to rise.",2021-10-20T20:09:33+0000
17,A Harris County sheriff’s constable said in April that evidence at the scene of the accident suggested that no one was driving the car when it crashed.,2021-10-21T16:01:01+0000
18,"The order, to be fulfilled between now and the end of next year, is a sign of the growing momentum in the shift toward electric cars.",2021-10-25T12:25:11+0000
19,"The order, to be fulfilled between now and the end of next year, is a sign of the growing momentum in the shift toward electric cars.",2021-10-25T12:25:11+0000
20,"The car maker attained $1 trillion market value, but it’s different from others in that group in some big ways.",2021-10-26T11:54:53+0000
21,"They are tech titans, entertainment moguls and heirs to great fortunes. Their ranks grew during the pandemic, changing the political conversation around taxing the wealthy.",2021-10-28T19:42:01+0000
22,There is evidence the change to Meta is more than window dressing.,2021-10-29T11:21:00+0000
0,"Hertz had said that it would convert more than 20 percent of its rental fleet to Tesla’s cars, a deal that helped propel Tesla’s stock value beyond $1 trillion for the first time.",2021-11-02T13:16:01+0000
1,"Hertz had said that it would convert more than 20 percent of its rental fleet to Tesla’s cars, a deal that helped propel Tesla’s stock value beyond $1 trillion for the first time.",2021-11-02T13:16:01+0000
2,"Somehow, wealth beyond imagining isn’t enough.",2021-11-02T16:19:50+0000
3,"From Mars to the metaverse, tech moguls are forging a new kind of capitalism: an extreme, extraterrestrial version.",2021-11-04T09:00:18+0000
4,A federal judge rejected the argument by Jeff Bezos’ rocket company that NASA unfairly awarded a lunar lander contract to Elon Musk’s firm.,2021-11-04T15:58:49+0000
5,"He asked whether he should sell 10 percent of his stock, and Twitter voters said yes. Stock options he was granted in 2012 are “a ticking tax time bomb,” one expert said.",2021-11-08T10:00:08+0000
6,"He asked whether he should sell 10 percent of his stock, and Twitter voters said yes. Stock options he was granted in 2012 are “a ticking tax time bomb,” one expert said.",2021-11-08T10:00:08+0000
7,Is the Tesla chief about to sell a big chunk of his shares?,2021-11-08T12:41:59+0000
8,Is the Tesla chief about to sell a big chunk of his shares?,2021-11-08T12:41:59+0000
9,"Since Friday, Tesla has shed about $200 billion in market valuation.",2021-11-09T17:39:31+0000
10,"Since Friday, Tesla has shed about $200 billion in market valuation.",2021-11-09T17:39:31+0000
11,The sales so far were considerably short of the $20 billion worth he promised over the weekend that he would sell.,2021-11-11T00:11:56+0000
12,The sales so far were considerably short of the $20 billion worth he promised over the weekend that he would sell.,2021-11-11T00:11:56+0000
13,"The 2018 tweet, in which Mr. Musk claimed he had secured funding to take Tesla private, initially sent the automaker’s shares soaring. But they sank when it became clear that no such deal had been reached.",2021-11-16T18:53:38+0000
14,"The 2018 tweet, in which Mr. Musk claimed he had secured funding to take Tesla private, initially sent the automaker’s shares soaring. But they sank when it became clear that no such deal had been reached.",2021-11-16T18:53:38+0000
15,Peter Rawlinson engineered the Tesla Model S. His new Lucid Air sedan is a direct challenge to Tesla’s dominance.,2021-11-18T10:00:17+0000
16,Peter Rawlinson engineered the Tesla Model S. His new Lucid Air sedan is a direct challenge to Tesla’s dominance.,2021-11-18T10:00:17+0000
17,Shares in Lucid Motors and Rivian are soaring. Can that last?,2021-11-18T12:21:14+0000
18,The worldwide shift to electric vehicles is critical in the fight against climate change. Here's how the most important part of these cars is made.,2021-11-20T10:00:01+0000
19,"Herbert Diess, the chief executive, seeks to cast VW as a dynamic, modern company, but his style risks the ire of its powerful works council.",2021-11-24T10:00:25+0000
20,"The electric car company is helping Chinese companies become global players in the emerging industry, posing a competitive threat to traditional rivals.",2021-11-30T10:00:24+0000
21,"The electric car company is helping Chinese companies become global players in the emerging industry, posing a competitive threat to traditional rivals.",2021-11-30T10:00:24+0000
0,"The automaker may have undermined safety in designing its Autopilot driver-assistance system to fit its chief executive’s vision, former employees say.",2021-12-06T10:00:24+0000
1,"The automaker may have undermined safety in designing its Autopilot driver-assistance system to fit its chief executive’s vision, former employees say.",2021-12-06T10:00:24+0000
2,Ray Dalio is trying to explain comments about doing business there.,2021-12-06T13:09:07+0000
3,The feature raises fresh questions about whether Tesla is compromising safety as it rushes to add new technologies.,2021-12-07T10:00:17+0000
4,The feature raises fresh questions about whether Tesla is compromising safety as it rushes to add new technologies.,2021-12-07T10:00:17+0000
5,"“We are aware of driver concerns and are discussing the feature with the manufacturer,” the National Highway Traffic Safety Administration said in a statement.",2021-12-08T16:30:26+0000
6,Some very wealthy people give their money away in an attempt to burnish their reputations. Not the Tesla C.E.O.,2021-12-10T10:00:28+0000
7,"The company’s Lexus brand will only sell electric cars by 2030 in China, Europe and the United States.",2021-12-14T18:35:35+0000
8,"The company, which began trading on the stock exchange last month, said it lost $1.2 billion in the third quarter.",2021-12-16T21:50:06+0000
9,"Drivers can be distracted playing games while the vehicle is in motion, the National Highway Traffic Safety Administration said, following a New York Times report earlier this month.",2021-12-22T13:03:40+0000
10,"When the U.S. ordered companies to report accidents involving driver-assistance tech, Tesla was thought to be the motivation. But 108 companies were listed, showing how widespread the testing may be.",2021-12-23T11:00:09+0000
11,A federal regulator said the electric vehicle maker agreed to disable the feature after an investigation was opened.,2021-12-23T21:30:50+0000
12,"Nickel is vital to electric car batteries, but extracting it is dirty and destructive. A plant with a turbulent history in New Caledonia is about to become an experiment in doing it better.",2021-12-30T10:00:42+0000
13,"The recalls, which Tesla initiated on Dec. 21, affect about 350,000 Model 3s and 120,000 Model S cars.",2021-12-30T16:51:11+0000
0,The electric-car maker managed substantial growth as Europe and China increasingly propelled sales.,2022-01-02T16:25:04+0000
1,The electric-car maker managed substantial growth as Europe and China increasingly propelled sales.,2022-01-02T16:25:04+0000
2,"After struggling to produce cars because of a global computer chip shortage, automakers are trying to move quickly to making electric vehicles.",2022-01-04T15:46:55+0000
3,Senator Marco Rubio criticized the electric carmaker for opening the outlet in a region where China has been accused of targeting Muslims.,2022-01-04T16:25:08+0000
4,The yawning disparity between the performance of the electric car company and established automakers last year reflects the technological change roiling the industry.,2022-01-08T10:00:12+0000
5,The yawning disparity between the performance of the electric car company and established automakers last year reflects the technological change roiling the industry.,2022-01-08T10:00:12+0000
6,Hollywood’s disrupted awards season is as much about box office as it is about self-congratulation.,2022-01-10T12:10:22+0000
7,"The popularity of battery-powered cars is soaring while the overall auto market stagnates, a worldwide trend.",2022-01-17T19:14:28+0000
8,"IG Metall, the German union that represents autoworkers, said a vote for a works council, which helps set factory policies, had been scheduled for Feb. 28.",2022-01-20T20:24:19+0000
9,"IG Metall, the German union that represents autoworkers, said a vote for a works council, which helps set factory policies, had been scheduled for Feb. 28.",2022-01-20T20:24:19+0000
10,"The carmaker had a profit of $5.5 billion as sales of its electric vehicles kept soaring, especially in China and Europe.",2022-01-26T21:36:26+0000
11,Truckers from across the country aim to converge at on Saturday outside of Parliament to protest federal vaccination mandates.,2022-01-28T19:45:55+0000
0,"Tesla told the federal regulator that rolling stops were allowed only at intersections when no cars, pedestrians or bicyclists were detected but agreed to disable the feature.",2022-02-01T17:03:17+0000
1,"Jack Sweeney, a freshman at the University of Central Florida, said that Mr. Musk raised privacy and security concerns about his popular Twitter account, @ElonJet.",2022-02-03T14:24:09+0000
2,"Jack Sweeney, a freshman at the University of Central Florida, said that Mr. Musk raised privacy and security concerns about his popular Twitter account, @ElonJet.",2022-02-03T14:24:09+0000
3,"The electric carmaker disclosed the new legal issues in its annual report to securities regulators, which was made public on Monday.",2022-02-07T17:31:12+0000
4,"The electric carmaker disclosed the new legal issues in its annual report to securities regulators, which was made public on Monday.",2022-02-07T17:31:12+0000
5,"Booming in a depressed market, battery-powered vehicles are a plus for the climate but pose a big threat to carmakers and parts suppliers that are slow to change.",2022-02-08T08:00:13+0000
6,"Faulty computer systems are prompting class-action lawsuits by disgruntled car owners, a symptom of automakers’ bumpy transition to the digital age.",2022-02-08T10:00:10+0000
7,"The electric vehicle maker’s stock surged after a public offering last fall but has since plunged, in part because the company failed to meet its 2021 goals.",2022-02-09T14:09:20+0000
8,"The giant, gleaming spacecraft is being designed to carry NASA astronauts to the moon, as well as the dreams of Elon Musk’s space company.",2022-02-10T17:38:07+0000
9,The suit comes months after a jury awarded a former Black employee at the electric carmaker’s San Francisco-area factory $137 million.,2022-02-10T21:42:03+0000
10,"The founder of the private space company rehashed his broad vision of colonizing Mars, but he provided few clear details about when Starship would get to orbit.",2022-02-11T05:01:41+0000
11,"The Tesla chief quietly disclosed a huge donation, but didn’t say where it went.",2022-02-15T13:37:14+0000
12,"The Tesla chief quietly disclosed a huge donation, but didn’t say where it went.",2022-02-15T13:37:14+0000
13,"Mr. Musk gave just over five million shares of Tesla to charity in November, making him the second-biggest donor last year, behind only Bill Gates and Melinda French Gates.",2022-02-15T13:38:38+0000
14,"Mr. Musk gave just over five million shares of Tesla to charity in November, making him the second-biggest donor last year, behind only Bill Gates and Melinda French Gates.",2022-02-15T13:38:38+0000
15,Some drivers have complained that cars using the company’s Autopilot system have been slowing down suddenly even when there are no hazards ahead.,2022-02-17T18:55:14+0000
16,"We don’t know what space can tell us about the origins of the universe and life on Earth. But that, above all, is the reason for going. ",2022-02-18T10:00:19+0000
17,"Jimmy Soni’s book tells the story of how an ensemble of entrepreneurs, including Elon Musk and Peter Thiel, helped the online payment system prevail.",2022-02-20T10:00:04+0000
0,"Responding to a plea by a Ukrainian official, Mr. Musk delivered an unknown number of his Starlink terminals, which offer online connection via orbiting satellites, bypassing conventional providers.",2022-03-01T05:36:26+0000
1,"German authorities cleared the plant, which was built near Berlin, to open for production. Tesla plans to build 500,000 electric cars a year there.",2022-03-04T14:48:33+0000
2,"German authorities cleared the plant, which was built near Berlin, to open for production. Tesla plans to build 500,000 electric cars a year there.",2022-03-04T14:48:33+0000
3,"Facing intense criticism, the crypto mining industry is trying to change the view that its energy-guzzling computers are harmful to the climate.",2022-03-22T07:00:16+0000
4,"The $7 billion plant will eventually produce half a million S.U.V.s a year, the company said.",2022-03-22T15:36:26+0000
5,"The $7 billion plant will eventually produce half a million S.U.V.s a year, the company said.",2022-03-22T15:36:26+0000
6,The juxtaposition of images of a war with celebrities and pet videos in a social media feed is disturbing. It’s also desensitizing. ,2022-03-26T15:00:11+0000
0,The electric carmaker maintained its momentum from last year even as larger automakers continue to struggle with parts shortages.,2022-04-02T16:53:45+0000
1,"The Tesla chief executive, who has been critical of Twitter’s content moderation policies, has bought 9.2 percent of the social media company.",2022-04-04T11:59:43+0000
2,The Tesla chief bought a big stake in the social media company. What’s his plan?,2022-04-04T12:49:17+0000
3,"Free speech, open-source algorithms — and an edit button: The world’s richest person will soon help steer the social media platform where he has a huge following.",2022-04-05T12:39:04+0000
4,"Free speech, open-source algorithms — and an edit button: The world’s richest person will soon help steer the social media platform where he has a huge following.",2022-04-05T12:39:04+0000
5,The company is plugging $30 million into a start-up co-founded by one of Silicon Valley’s favorite scientists.,2022-04-06T12:35:18+0000
6,The company is plugging $30 million into a start-up co-founded by one of Silicon Valley’s favorite scientists.,2022-04-06T12:35:18+0000
7,Casey Newton and Kara Swisher discuss Twitter’s recent shake-up.,2022-04-07T09:00:16+0000
8,"Forbes thinks there are 735 of them in America. Another count finds 927. Whatever the answer, the mystery is revealing — and the number is growing rapidly.",2022-04-07T09:00:21+0000
9,Platitudes prevail in this overlong documentary about the partnership between NASA and SpaceX.,2022-04-07T11:00:07+0000
10,Gun control advocates are petitioning the Federal Trade Commission to investigate the firearms industry’s marketing practices.,2022-04-07T12:41:47+0000
11,Gun control advocates are petitioning the Federal Trade Commission to investigate the firearms industry’s marketing practices.,2022-04-07T12:41:47+0000
12,Hopes that Elon Musk can quickly enact radical change at Twitter may be misplaced — not that he won’t try.,2022-04-07T23:30:04+0000
13,Delays in producing the pickup have allowed rivals like Ford to beat Tesla to market with electric pickups.,2022-04-08T04:33:56+0000
14,Delays in producing the pickup have allowed rivals like Ford to beat Tesla to market with electric pickups.,2022-04-08T04:33:56+0000
15,"China’s Covid lockdowns and restrictions are holding up truck drivers who carry crucial components among factories and take products to ports, posing a new disruption to the global supply chain.",2022-04-08T06:19:47+0000
16,Europe agreed to ban Russian coal. A former Goldman Sachs banker was convicted for his role in a $4 billion fraud. And the latest reading on inflation comes out this week.,2022-04-10T11:00:06+0000
17,"The announcement reverses a decision last week, when Twitter said Mr. Musk would become a board member after amassing a 9.2 percent stake in the company.",2022-04-11T03:50:17+0000
18,The world’s wealthiest man decided not to join Twitter’s board after all.,2022-04-11T11:59:28+0000
19,The world’s wealthiest man decided not to join Twitter’s board after all.,2022-04-11T11:59:28+0000
20,"Mr. Musk, Twitter’s biggest shareholder, is free to buy more stock in the company and could use the platform against itself. Some employees are dismayed.",2022-04-11T21:29:45+0000
21,The billionaire’s investment in the social media giant has plunged the platform into a debate about its future.,2022-04-14T10:00:09+0000
22,The billionaire’s investment in the social media giant has plunged the platform into a debate about its future.,2022-04-14T10:00:09+0000
23,"Twitter said on Thursday that it had received Elon Musk’s “unsolicited, nonbinding proposal” to buy the company and take it private.",2022-04-14T12:05:52+0000
24,The Tesla chief executive made an offer worth more than $40 billion to buy Twitter and take it private.,2022-04-14T13:44:23+0000
25,A lawsuit contends that investors who sold shares late last month may have lost out on potential gains.,2022-04-14T14:35:08+0000
26,"While rejecting the automaker’s motion for a new trial, a federal judge said damages totaling $15 million were warranted.",2022-04-14T15:55:59+0000
27,What would Twitter look like with Musk as its sole proprietor?,2022-04-14T16:52:29+0000
28,"The board will review the offer, but it doesn’t have the last word.",2022-04-14T16:59:54+0000
29,Here's what would happen next with Elon Musk's bid to buy Twitter. ,2022-04-14T18:55:14+0000
30,The Tesla chief executive has a history of incorporating a cannabis term into business decisions.,2022-04-14T20:57:57+0000
31,The Tesla chief executive has a history of incorporating a cannabis term into business decisions.,2022-04-14T20:57:57+0000
32,The billionaire could be at the helm of the internet’s loudest megaphone.,2022-04-14T21:03:41+0000
33,Plus Elon Musk’s bid for Twitter and Britain’s plan to resettle asylum seekers … in Rwanda.,2022-04-14T21:06:27+0000
34,"Elon Musk could pledge his Tesla shares, borrow from banks or team up with private equity to raise the funds. Each option comes with caveats.",2022-04-14T22:06:11+0000
35,The billionaire executive recently became one of the company’s largest shareholders. Now he says he wants to buy the whole thing and change how it handles speech.,2022-04-14T23:19:05+0000
36,"“He is super smart, definitely, but he admits that he also loves dumb jokes, so we don’t know how this could turn out,” Trevor Noah said of the Tesla C.E.O.",2022-04-15T05:31:50+0000
37,Twitter’s board is considering Elon Musk’s offer. Here are the possible next steps.,2022-04-15T11:07:04+0000
38,The company is intent on fending off the billionaire’s bid to buy it in a deal that could be worth more than $40 billion.,2022-04-15T14:15:36+0000
39,Section 230 gives companies wide latitude to host as much objectionable content as they wish.,2022-04-15T19:00:05+0000
40,Twitter has unveiled its plan to fight Elon Musk’s bid for the company. It’s a well-worn tactic to fend off corporate raiders and hostile takeovers.,2022-04-15T19:52:52+0000
41,"The billionaire in pursuit of Twitter has often been described as a libertarian, but he has not shrunk from government help when it has been good for business.",2022-04-16T23:28:15+0000
42,"The billionaire in pursuit of Twitter has often been described as a libertarian, but he has not shrunk from government help when it has been good for business.",2022-04-16T23:28:15+0000
43,But there’s got to be a silver lining here somewhere.,2022-04-18T09:00:14+0000
44,"Will he go hostile, what is Twitter really worth and more.",2022-04-18T12:37:49+0000
45,Readers discuss the free speech and media ownership issues raised by the offer. Also: Strategy in Ukraine; Bernie Sanders; preying on people of color.,2022-04-18T16:16:00+0000
46,How Elon Musk is asserting his influence through stakeholder capitalism.,2022-04-18T17:31:33+0000
47,Investors have been skeptical that Elon Musk would be able to cobble together the funds needed to buy Twitter.,2022-04-18T21:07:23+0000
48,"The world’s richest man is trying to shore up debt financing, including potentially taking out a loan against his shares of Tesla, so he can buy Twitter for $43 billion.",2022-04-19T22:19:18+0000
49,"The world’s richest man is trying to shore up debt financing, including potentially taking out a loan against his shares of Tesla, so he can buy Twitter for $43 billion.",2022-04-19T22:19:18+0000
50,"As major airlines and some public transit operators drop requirements to wear face coverings, further conflicts may be on the horizon.",2022-04-20T12:09:22+0000
51,"As major airlines and some public transit operators drop requirements to wear face coverings, further conflicts may be on the horizon.",2022-04-20T12:09:22+0000
52,Elon Musk is the latest person who thinks he can fulfill Twitter’s untapped potential.,2022-04-20T17:08:47+0000
