;Unnamed: 0;date;news;label
1193;1193;7/7/2010;Tesla shares fall below offer price of $17 Shares in electric car firm Tesla fall below their offer price of $17 a week after debuting in New York.;-1
1194;1194;8/5/2020;Tesla touchscreen wiper controls land driver with fine after crash A driver using the touchscreen controls for windscreen wipers was distracted, a German court says.;-1
1195;1195;7/22/2020;Tesla growth continues despite economic upheaval The resilience of Elon Musk's electric car maker is in contrast to rivals, which have seen sales plunge.;-1
1196;1196;7/10/2006;Electrical pioneer Tesla honoured Celebrations are under way to mark the 150th anniversary of the birth of Serbian electrical inventor Nikola Tesla.;0
1197;1197;7/15/2020;Nissan takes on Tesla in China's electric car market The Japanese carmaker has unveiled the first of many electric vehicles as part of a new strategy.;1
1198;1198;7/1/2020;Tesla overtakes Toyota to become world's most valuable carmaker Shares in the electric carmaker have surged, giving it a market value of $209bn.;1
1199;1199;5/13/2020;Coronavirus: Tesla stand-off eases as officials reach deal The boss of the electric carmaker had defied shutdown orders to reopen the firm's factory.;-1
1200;1200;5/19/2020;"Elon Musk: Tesla raises cost of 'self-driving' cars Elon Musk hikes the price of Tesla's ""self-driving"" option by $1,000 and says it will continue to rise.";1
1201;1201;5/1/2020;Elon Musk tweet wipes $14bn off Tesla's value The tweet was one of several bizarre postings, including a promise to sell his possessions.;1
1202;1202;4/29/2020;Tesla warns on shutdown as Musk calls for end to lockdown The electric car company says forced shutdowns and limits on deliveries have clouded its forecast.;-1
1203;1203;5/9/2020;Coronavirus: Tesla ordered to keep main US plant closed It reportedly planned to re-open on Friday, but authorities say this could lead to more virus cases.;-1
1204;1204;4/8/2020;Tesla cuts staff pay as coronavirus halts production Non-essential workers will be placed on furlough without pay and executives will take a 30% pay cut.;-1
1205;1205;6/8/2020;Tesla battery supplier Catl says new design has one million-mile lifespan Battery-maker Catl says it is ready to make a product that could power a car over 1.2 million miles.;1
1206;1206;5/4/2020;Tesla applies to generate electricity in UK market The company says its licence to generate power for the UK is tied to its new Autobidder product.;1
1207;1207;3/4/2020;Tesla downgraded Model 3 chip in China thanks to coronavirus The electric car firm said it had installed an older processor in new vehicles due to supply problems.;-1
1208;1208;2/16/2020;"Tesla: German court halts work on new 'Gigafactory' Environmentalists win a temporary injunction against forest clearance for a new ""Gigafactory"".";
1209;1209;2/12/2020;Business Daily: Tesla: To infinity and beyond Can anyone stop - or even make sense of - the rise and rise of Tesla's share price?;
1210;1210;2/17/2020;World Business Report: Tesla's German car plant is stopped A court grants a temporary injunction against the carmaker's 'Gigafactory' near Berlin.;
1211;1211;2/4/2020;Tesla: Is the car firm really worth $150bn? The carmaker's market value has grown by about a third in less than a month.;
1212;1212;3/27/2020;Coronavirus: Tesla donates hundreds of ventilators to New York New York has the highest number of coronavirus cases in the US and a shortage of ventilators.;
1213;1213;3/18/2020;Coronavirus: Elon Musk's US Tesla factory suspends production The factory begins a three-week lockdown in line with other non-essential businesses in the Bay Area.;
1214;1214;1/19/2020;Doctor Who: Series 12: Nikola Tesla’s Night of Terror 1903. Who or what is sabotaging Nikola Tesla's generator plant at Niagara Falls?;
1215;1215;1/31/2020;Tesla boss Elon Musk releases electronic dance track Mr Musk posted a teaser picture of himself in a studio shortly before sharing the track, which he wrote.;
1216;1216;11/25/2017;The Forum: Nikola Tesla’s electric dreams A showman and a dreamer or an engineering genius well ahead of his time?;
1217;1217;12/30/2019;Tesla delivers its first 'Made in China' cars The move by the electric car maker comes as the US-China trade war forces firms to rethink supply chains.;
1218;1218;11/22/2019;"Tesla's new Cybertruck smashed during demo Elon Musk put on a brave face as the windows of his new ""Cybertruck"" were broken on stage.";
1219;1219;11/24/2019;Cybertruck: Tesla truck gets 150,000 orders despite launch gaffe Elon Musk boasts of high demand despite the truck's windows shattering during its launch.;
1220;1220;10/17/2019;Tesla gets the go-ahead to build cars in China The electric carmaker started building its new Gigafactory 3 in Shangahi at the start of the year.;
1221;1221;9/5/2019;"Tesla Autopilot design 'led to' crash The design of Tesla's Autopilot system and ""driver inattention"" led to a crash in January 2018.";
1222;1222;10/23/2019;Tesla shares surge after unexpected profit The electric carmaker says its plans in China and for its next model are ahead of schedule.;
1223;1223;5/17/2019;Tesla Model 3: Autopilot engaged during fatal crash The driver had not had his hands on the wheel for 10 seconds, a report has found.;
1224;1224;5/16/2019;Tesla to update battery software after recent car fires The move follows reports that a parked car caught fire in Hong Kong, after a similar incident in Shanghai.;
1225;1225;4/4/2019;Tesla shares sink as car deliveries drop News of shipment difficulties came as boss Elon Musk appeared in court over contempt allegations.;
1226;1226;4/23/2019;Tesla's Elon Musk expects 'robotaxis' to start in US next year The electric carmaker entrepreneur makes a new promise on driverless vehicles.;
1227;1227;4/18/2019;Mini Tesla donated for children at Swindon hospital The electric car has been donated so youngsters can drive around to different wards at the Great Western Hospital.;
1228;1228;6/23/2019;The Tesla that wasn't Musk's idea and from Facebook currency to a nosedive in sales for Huawei, this is the week's news in tech.;
1229;1229;3/5/2019;Tesla: China suspends customs clearance for Model 3 car Misprinted labels delay shipments but the firm says it has reached a resolution with authorities.;
1230;1230;4/7/2019;Fiat to pool with Tesla to avoid EU fines The carmakers have drawn up an agreement that helps Fiat to avoid violating EU emissions rules.;
1231;1231;4/24/2019;Tesla reports $702m quarterly loss The US electric car and battery maker said it would return to profit in the third quarter.;
1232;1232;3/2/2019;Crawley Tesla fire: Half of site damaged in fire The blaze started in the workshop area at the premises in Crawley shortly before 10:30 GMT.;
1233;1233;8/9/2019;Tesla motors make classic Ferraris go faster Electric cars have to be as cool as petrol ones to really take off, and these engineers think they can be;
1234;1234;3/11/2019;Tesla to raise prices and keep more stores open The electric carmaker says prices will rise by 3% and reverses a decision to close stores.;
1235;1235;1/18/2019;Elon Musk's Tesla to cut about 3,000 jobs as cars 'too expensive' The electric carmaker, founded by Elon Musk, says it will cut about 3,000 jobs to boost profits.;
1236;1236;1/22/2019;Tesla reverses charging prices hike The prices will still go up but by 10% less than originally planned.;
1237;1237;1/2/2019;Tesla shares drop on disappointing quarterly performance The electric carmaker misses vehicle delivery expectations and says it will cut prices in the US.;
1238;1238;1/7/2019;Elon Musk breaks ground on first Tesla factory outside US The carmaker wants to use the Shanghai plant to grow its presence in the world's biggest auto market.;
1239;1239;1/30/2019;Tesla reports profit as issues stabilise The firm, which has routinely posted losses, reports a small profit for a second consecutive quarter.;
1240;1240;10/24/2018;Tesla delivers 'historic' $311m profit Elon Musk's electric car maker reports only the third quarterly profit in its 15-year history.;
1241;1241;11/8/2018;Tesla names Robyn Denholm as chair to replace Elon Musk Telecoms executive Robyn Denholm will take over the role while Elon Musk remains chief executive.;
1242;1242;8/25/2018;Elon Musk will no longer take Tesla private The electric car maker's share price has slumped since Elon Musk said he wanted to take it private.;
1243;1243;10/1/2018;World's biggest battery: a look around Tesla project A remote part of South Australia is home to the world's largest lithium-ion battery.;
1244;1244;9/28/2018;Will Elon Musk be forced to leave Tesla? A stunning lawsuit prompted by Mr Musk's tweets could see him having to step down as chief executive.;
1245;1245;9/28/2018;Tesla: Shares fall after regulators launch Musk lawsuit Investors take fright after the US financial regulator accuses Elon Musk of securities fraud.;
1246;1246;8/17/2018;"Tesla investors spooked by revelations in emotional interview In an ""emotional"" newspaper interview, Elon Musk also said he takes a sedative to help him sleep.";
1247;1247;10/2/2018;Tesla production hits record high The report of record output comes at a turbulent time for the California-based electric carmaker.;
1248;1248;8/1/2018;Tesla boss Elon Musk facing two lawsuits The separate legal actions involve allegations about the electric carmaker's business practices.;
1249;1249;6/17/2018;Tesla on fire: UK director Michael Morris' car bursts into flames Michael Morris' actress wife posts dramatic footage of this week's incident in Los Angeles.;
1250;1250;8/15/2018;Tesla 'to be probed by regulators' over privatisation plan According to reports, regulators want to question executives at the firm about its privatisation plans.;
1251;1251;7/11/2022; I have six. 4 of them still live at home being homeschooled -taught self-education , research. Beyond public education. This nation has pushed society in the wrong direction. Change time;
1252;1252;7/11/2022; Then go for your dozen kids… you are just missing 3 more!!! Go for it!!;
1253;1253;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1254;1254;7/11/2022; Actual receipts, and yet you haven’t asked anyone to buy you a Tesla. Grifters on the right probably rake in 5k for every 100 spent! If you DID set up a gofund me, this would be a worthy cause!;
1255;1255;7/11/2022; Tesla wall battery for the save! Power went out but can still run my ac when its about to be 100*;
1256;1256;7/11/2022; for sale: 2021 Used TESLA MODEL Y STANDARD RANGE. REAR WHEEL DRIVE. Autopilot. Midnight Silver. Black. 16,800-miles. $64,900. Lincoln. Nebraska. ;
1257;1257;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1258;1258;7/11/2022; $TSLA not a full MacD cross down yet, but remember - buy under $700 and sell over $700 on Tesla. I mentioned last week I sold half my lot at $750 ahead of what I expect to be weak earnings. I'll be buying more on weakness. Look at the chart ;
1259;1259;7/11/2022; as far as I remember, Leonardo da Vinci already wrote in his scripts that children should be conceived and raised in love so that they have a valuable life, and that means that children are love, like Leonardo i believe, love is important from the very first moment;
1260;1260;7/11/2022; Let’s me real , no average American is going to pay 40K to 70K for a car when they can barely afford cost of a new car right now Tesla is not recession proof and when the economy starts shitting brinks , Tesla is fucked. No wonder why Elon wanted twitter;
1261;1261;7/11/2022;" You are now becoming a joke. Clutching at straws trying to make out your beloved Tesla is the only answer. It's laughable and why America is lagging behind in going ""green"" I'm sure it will soon be against your constitution! As we say, (not in a good way), "" Only in America!""";
1262;1262;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1263;1263;7/11/2022; How weird has the world gotten that we need reminders that children are essential to our future 😂.;
1264;1264;7/11/2022; chances we get airplay to tesla? Wouldn’t mind getting Xbox play on tesla either 😏;
1265;1265;7/11/2022; 1- When a car passes me or a motorcycle is coming from the opposite direction, my M3 2019 swerves to the right. 2- A ridicule amount of phantom breaking Service center response: This is cause by radar, Remove emergency brake function!!! Robotaxi ready?🤣🤣🤣;
1266;1266;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1267;1267;7/11/2022; Tesla previews a solar-powered ‘trailer’ - The Independent ;
1268;1268;7/11/2022; ALL children are of infinite value.;
1269;1269;7/11/2022; The engagement between Elon Musk and Twitter was short lived. What are your thoughts on this mega-deal collapsing? ;
1270;1270;7/11/2022; Not necessarily;
1271;1271;7/11/2022; 11 ID Buzz 🐝;
1272;1272;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1273;1273;7/11/2022; With this thinking ,,India become most populated country in the world..;
1274;1274;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1275;1275;7/11/2022; The part that this was just away for Elon to manipulate the market so that him pulling billion out of Tesla didn't tank Tesla stock. SEC should look into this as well.;
1276;1276;7/11/2022; Currently with adaptive cruise control, if it reads a new speed limit on a road sign, you have to tap on the screen to validate the speed adjustment (at least in Europe). It would be so great if we can do the same with a single tap on the drive stalk!;
1277;1277;7/11/2022; The problem is not children, but how to maintain them;
1278;1278;7/11/2022;" PG&amp;E and Tesla Powerwall customers stabilise grid energy ";
1279;1279;7/11/2022; Apparently Elon wanted every tweet of his to pop up on the screens of every Tesla but when they beta tested this it caused all of the drivers to crash and die horribly because they were laughing too hard. He really is the memelord!;
1280;1280;7/11/2022; Prove me wrong with sequential sales numbers;
1281;1281;7/11/2022; The same applies to MTX, if it's not for you, don't buy it. We have to realize that we aren't the target demo for every product tier. A Tesla isn't for everyone. A BMW 7 series, isn't for everyone...etc;
1283;1283;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1284;1284;7/11/2022; So they don't have to pay for maternity leave. No-brainer.;
1285;1285;7/11/2022;" Ioniq5, EV6, &amp; GV60 does it in ~18 Mins. When will tesla catch up?";
1286;1286;7/11/2022; The economy it's the essential for have plans to have children's and give us the best Life....;
1287;1287;7/11/2022; What about mommy burgers?;
1288;1288;7/11/2022;" People for a long time under the impression that he was an actual genius and single handedly responsible for Tesla and SpaceX. He's an idea man. He has ideas and then hires people to actualize them. All he said was ""let's make an electric car that drives itself""";
1289;1289;7/11/2022; What's going on at the Statue of Liberty? I never heard. And what's wrong with the Tesla building? That means Musk's Tesla, right?;
1291;1291;7/11/2022; for sale: 2022 Used TESLA MODEL 3 LONG RANGE AWD. Autopilot. Midnight Night Silver. Black. 4,160-miles. $68,900. Lincoln. Nebraska. ;
1292;1292;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1293;1293;7/11/2022; There are more than enough legitimate reasons to drag Musk. But saying Tesla cars blow up more often than ICE cars is not it. In fact, EVs are 10x less likely to catch fire.;
1294;1294;7/11/2022; Hope your Twitter stunt was worth the Tesla haircut;
1295;1295;7/11/2022; BMW figures out that 4680 is the way to go. Everyone always chasing Tesla!;
1296;1296;7/11/2022; You're not funny. Never have been. Also never created anything without the help of people much smarter than you. Just another spoiled, rich, pompous brat. Can't wait til Tesla tanks due to your self driving cars which can't drive themselves. Fraud;
1297;1297;7/11/2022; In this context? Yes exactly;
1298;1298;7/11/2022; Siring twins with Tesla employee.;
1299;1299;7/11/2022; Why not fix mortality.;
1300;1300;7/11/2022; I dont think one day i will see Tesla in mozambique...hufffffffffffff;
1301;1301;7/11/2022; Then can you please ask your President and his supporters to stop grooming them! Thanks;
1302;1302;7/11/2022; Please buyout Acrisure for their naming rights deal for Tesla. I’m begging you.;
1303;1303;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1304;1304;7/11/2022; Cost $14.45 to fill an empty Tesla.;
1305;1305;7/11/2022; Please;
1306;1306;7/11/2022; Congrats!! I’m a newbie. 2 weeks in ;
1307;1307;7/11/2022; Tesla Powerwall virtual power plant, Hyundai Ioniq recall, “wear-free” motor: Today’s Car News ;
1308;1308;7/11/2022; Please. Kill me! I don't want to live without my kids!! 😭😭😭😭;
1309;1309;7/11/2022; Oh no! Another virtue signaling liberal , who can only formulate opinions based of mass groupings of ideals and what CNN tells them to believe . Musk will be crying him self to sleep tonight , as your 52K a year ass won’t buy the Tesla you’d never have .;
1310;1310;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1311;1311;7/11/2022; Whitney Houston said that best;
1312;1312;7/11/2022; Necessary;
1313;1313;7/11/2022; I have a baby boy on its way in August 💙;
1314;1314;7/11/2022;" ""misunderstanding""??? That's what you said on my custody agreement when you took my kids away to be your Tesla bot.";
1315;1315;7/11/2022; ;
1316;1316;7/11/2022; How do these vehicles perform going in reverse?;
1317;1317;7/11/2022; Hard disagree on Tesla AI. FSD doesn’t work outside of tightly controlled environments and likely won’t work for a decade. Their highway autopilot isn’t better than what is on offer from Mercedes, Cadillac, or Volvo. Anyway, nice discussion, have a good Monday!;
1318;1318;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1319;1319;7/11/2022; Tesla - What You Give;
1320;1320;7/11/2022; Watch Tesla FSD React To Car Door Suddenly Opening, Driver Stepping Out ;
1321;1321;7/11/2022; #BYD BEV/PHEV sales easily beat Tesla sales in Q2, but still lagged significantly in BEV-only. *If* this report is true, that debate will soon be academic.;
1322;1322;7/11/2022; Tesla CEO Elon Musk Continues To Openly Mock Twitter Amid Lawsuit ;
1323;1323;7/11/2022; Seems interesting, thank you for sharing;
1324;1324;7/11/2022; He was never going to buy it. It was a smart method to sell waaay overvalued Tesla stock without causing a stampede. The $1b breakup fee is the cost of diversifying his portfolio while keeping control of Tesla.;
1325;1325;7/11/2022; Like tesla or a audi u got futuristic body;
1326;1326;7/11/2022; Not all children!;
1327;1327;7/11/2022; What if Quentin Tarantino wants to start a family? What will happen to Tesla if he just gets pregnant and moves off to a Sephora?;
1328;1328;7/11/2022; I’m with you and haven’t sold any Tesla shares and we all know it’s way down. We all@also know it will rocket back when the game finalizes.;
1329;1329;7/11/2022; Then why do you torture me by keeping me away from them?;
1330;1330;7/11/2022; If everyone would use auto drive there would be a lot less accidents. Those that do happen will look weird and different though, so we feel outrage at the stupid automation. No fan of Tesla nor Musk but computers are just TT better at most things.;
1331;1331;7/11/2022;" Great article on $RIVN by Gd read for $TSLA fans. Didn't know #TeslaRoadster was made by Lotus with Tesla doing only final assembly in early days. $RIVN capacity at Illinois is 150k; 2022 to hit ~25k. Fasten those $RIVN seat belts indeed ";
1332;1332;7/11/2022; Unresolved problems: How to jump start a discharged Tesla? AAA or #Tesla charging service cars, coming to charge your electric car, do not exist. $TSLA #EV;
1333;1333;7/11/2022; Watch Tesla FSD React To Car Door Suddenly Opening, Driver Stepping Out ;
1334;1334;7/11/2022; Watch Tesla FSD React To Car Door Suddenly Opening, Driver Stepping Out ;
1335;1335;7/11/2022; Tesla CEO Elon Musk Continues To Openly Mock Twitter Amid Lawsuit ;
1336;1336;7/11/2022; Can you buy me a Tesla with that extra cash, Greg;
1337;1337;7/11/2022; Tesla CEO Elon Musk Continues To Openly Mock Twitter Amid Lawsuit ;
1338;1338;7/11/2022; Elon Musk hints at a configurable Tesla van with a Solar #solar canopy. Could this be the Robotaxi? - Not a Tesla App ;
1339;1339;7/11/2022; Elon Musk, SpaceX and Tesla are being sued for $258 billion over claims they are part of a racketeering scheme to back Dogeco…;
1340;1340;7/11/2022; If liberals felt shame, they wouldn't be liberals anymore.;
1341;1341;7/11/2022; A great portion of wealthy people can trace their success to luck but the greatest part succeeds through hard work. Life is a choice and I made mine which is hard work because Newton, Einstein, and Tesla are my heroes. Sometimes, luck= opportunity + preparation;
1342;1342;7/11/2022; Oh, wait, it's not a Tesla?;
1343;1343;7/11/2022; FIRE RISK: Ford Tells 200,000 SUV Owners to Park Outside ;
1344;1344;7/11/2022; $TSLA flew through those block trade gaps this morning. Here are the block trades from the last week. They work as great support and resistance! Check it out! #FlowTrade #Tsla #Tesla #blocktrades #algo #supportandresistance #technicalanalysis #trading #daytrading #daytrader ;
1345;1345;7/11/2022;" Hey , My boyz (7yr; 5yr) love Tesla cars, but your cars very expensive to buy. What are your plans to make your car affordable to all segment buyers?";
1346;1346;7/11/2022; It has been said by many in the legal business that Skadden is a firm without a moral compass. They will do anything if they think they can get away with it. But will they prevail in V #law #netde #lawyers #lawtwitter;
1347;1347;7/11/2022; I don’t know how to play chess, but this this pretty funny. Also Elon, I’m gonna get a Tesla someday.;
1348;1348;7/11/2022;" I think in a couple of years we will have a chance to read leaked emails from Tesla and learn a lot of interesting stuff about Musk; just like we did now with Travis ";
1349;1349;7/11/2022; How much $ and time is Musk going to lose in this clown show. Tesla needs new leadership.;
1350;1350;7/11/2022; No point as the video shows what’s happening and it’s changing the speed at the point of crossing the sign;
1351;1351;7/11/2022; I've loved Honda's since I was like 5, my family had one and I was in love with it. I developed love for Tesla's when I got older and more informed about clean energy and sustainable solutions. I have not made any comparisons whatsoever just a childhood desire that's all ❤️;
1352;1352;7/11/2022; Nah, i am gonna pass;
1353;1353;7/11/2022; Good and greeting service advisor too…trying to get hire here…Bartlett TN;
1354;1354;7/11/2022; $MULN this ceo is a complete scammer, he always makes good news and dumps the high open diss and the men into the stock. the investor cannot sell with anticipation. $secgov should study it.🦊🦊🦊 $LUCID $RIDE $RVIN $TESLA $CEI $LI $BBIG $PLUG $TWTR $TLRY $NIO $XPEV $CENN ;
1355;1355;7/11/2022; #Think about buying a country , #Mexico ? You could turn it into the Richest Country in the world, with Trump as President and all his people moving to Mexico with their own #Constitution and to boot all the cheap labor you would ever need for;
1356;1356;7/11/2022; There’s now more than one way to fill up at Lake Country Co-op! We are excited to share that our Prince Albert Food Store is home to a new EV charging site within the Tesla Supercharger network! For more information, visit ;
1357;1357;7/11/2022; I thought only Tesla burns 🥵😉;
1358;1358;7/11/2022; Children are the Ancestors of our Future;
1359;1359;7/11/2022; I think you are digging an even big hole your first word in this conversation was “geofencing” your getting more and more confused…I’m not focusing on anything I was pointing out that it’s not only the EU using technology to big brother us all Keep digging my friend 🤩;
1360;1360;7/11/2022; It is beginning to appear that if you get into any moderate or higher accident with a tesla it is going to catch fire. It won't be long before car insurance rates reflect this.;
1361;1361;7/11/2022; He only hires people that buy into the Tesla cult aka worships him;
1362;1362;7/11/2022; It explains a LOT about Tesla build quality if Elon Musk thinks 3in is about 5cm.;
1363;1363;7/11/2022;" I am not sure if you are being serious about that, maybe you are? I am a fan of the man, not the Tesla product. I have watched too many clips of defects from Tesla vehicles to believe they are really the ""best."" I think people mistake ""first,"" ""popular,"" and ""best.""";
1364;1364;7/11/2022;" Katy Perry most anticipated Video &gt;&gt; ";
1365;1365;7/11/2022; Day 90 of asking to lunch :) ----------------------------------------- When was the last time you drove in a none Tesla car? #LunchWithElonM #Tesla #ElonMusk #SpaceX ;
1366;1366;7/11/2022; We know your crazy, What about my Tesla model S? It’s will be 2 years delivery?;
1367;1367;7/11/2022; Alon Musk Chachu he ye CEO of Tesla Motors;
1368;1368;7/11/2022; Yeah but who can afford one now a days?;
1369;1369;7/11/2022; I go to the factory and watch the vehicles coming out and I talk with many owners. Just doesn’t come through to the street. Tesla owners love their cars. But their AI is running away with the game.;
1370;1370;7/11/2022; And then Mark Cuban could buy Tesla at a discount!;
1371;1371;7/11/2022;" PPL continue 2 underestimate $TSLA But I guess doubt (&amp; shady short selling?) is a good thing, since the longer Tesla remains undervalued the longer I’ll have to accumulate shares ";
1372;1372;7/11/2022; The Tesla Supercharger V4 has been in development for some time now and its final design may be ready. Information from sources shows how it will look and what dimensions it will have ⚡️⚡️⚡️ #Tesla #Supercharger #V4Supercharger ;
1373;1373;7/11/2022; Can someone tell me in a sentence or two why anyone cares what Elon musk says about population?;
1374;1374;7/11/2022; The VinFast Gigafactory has nothing to envy to those of Tesla: our visit | TechBuzz ;
1375;1375;7/11/2022; Twitter's shares fell more than 8 percent to $33.86 on the first trading day of the week, after Tesla and SpaceX CEO Elon Musk terminated the $44 billion acquisition deal.;
1376;1376;7/11/2022; So the high Tesla valuation relative to sales presumably implies a belief that Tesla has a significant probability of dominating the auto market in the future. This may or may not be true, and Tesla is popular with retail investors, who are less competent than institutional ones.;
1377;1377;7/11/2022; Needs to be Stucco with a Tesla in front an it's accurate.;
1378;1378;7/11/2022; Very Benito Mussolini of you.;
1379;1379;7/11/2022; Glad I sold this morning 😎👋🏽 I’ll pick it back up when it dips #Tesla;
1380;1380;7/11/2022; You were never gonna buy Twitter anyway because you can't afford it and didn't believe in free speech in the first place, you just wanted to buy it to bring your daddy trump back. Tesla sucks just like you;
1381;1381;7/11/2022; Dude, he doesn't have 44 billion lying around. He has it through tesla stocks. If he starts liquidating billions of dollars no one would buy it cause no one also has that kind of money lying around, hence he's the richest. Also stock value will plummet once he starts liquidating.;
1382;1382;7/11/2022; Trying to Install 1600 watts of Solar Panels to 25 ft Rv Trailer and Charge Tesla Model 3. Will this be a difficult installation? ;
1383;1383;7/11/2022; Elon is a distraction for Tesla. The vision for the company is something I believe in. Twitter purchase, repopulating the earth, saving kids in a cave in Thailand are all symptoms of a dude with a god complex.;
1384;1384;7/11/2022; will likely vote in the coming elections. How does a person who claims to be all about the transition to renewable energy vote for the party who denies climate change and opposes everything he’s trying to do. Curious minds are wondering #ClimateCrisis #tesla;
1385;1385;7/11/2022; I now have a Dec 2021 LR and I haven't bothered with Teslafi with this car.;
1386;1386;7/11/2022; Is Tesla working on a Robovan? Could this be the robotaxi has talked about? Will owners be able to buy out their vehicles at the end of their lease? ;
1387;1387;7/11/2022; Hi Zens, The day is near.🤠 Join the #FuzionX launch campaign by Zenith Chain for a chance to win any of the following: 🥳 ✅ A Trip to Dubai ✅ iPhone 13 Pro Max ✅ A Brand New #Tesla For more details, follow the link below: 👇 ;
1388;1388;7/11/2022; More people is literally the last thing we need;
1389;1389;7/11/2022; Minus tesla for governance;
1390;1390;7/11/2022; Cowabunga! skatebambi 🇸🇪 just spotted a 2019 Tesla Model 3 🇺🇸 Dual Motor in England, United Kingdom 🇬🇧 before anyone else did! #TeslaRadar #Tesla #UnitedKingdom #Model3;
1391;1391;7/11/2022; Bestest! skatebambi 🇸🇪 just spotted a 2021 Tesla Model 3 🇨🇳 Dual Motor for the very first time in England, United Kingdom! 🇬🇧 #TeslaRadar #Tesla #UnitedKingdom #Model3;
1392;1392;7/11/2022; Excellent! skatebambi 🇸🇪 nailed it by spotting a 2020 Tesla Model 3 🇺🇸 Standard in England, United Kingdom 🇬🇧 as the first player! #TeslaRadar #Tesla #UnitedKingdom #Model3;
1393;1393;7/11/2022; Bravo! skatebambi 🇸🇪 just spotted a 2021 Tesla Model 3 🇨🇳 Dual Motor in England, United Kingdom 🇬🇧 before anyone else did! #TeslaRadar #Tesla #UnitedKingdom #Model3;
1394;1394;7/11/2022; Cheers! skatebambi 🇸🇪 was first to spot a 2022 Tesla Model Y 🇨🇳 Dual Motor in England, United Kingdom! 🇬🇧 #TeslaRadar #Tesla #UnitedKingdom #ModelY;
1395;1395;7/11/2022; Aight! skatebambi 🇸🇪 was first to spot a 2021 Tesla Model 3 🇨🇳 Dual Motor in England, United Kingdom! 🇬🇧 #TeslaRadar #Tesla #UnitedKingdom #Model3;
1396;1396;7/11/2022; Whoopee! skatebambi 🇸🇪 just spotted a 2021 Tesla Model 3 🇨🇳 Standard in England, United Kingdom 🇬🇧 before anyone else did! #TeslaRadar #Tesla #UnitedKingdom #Model3;
1397;1397;7/11/2022; Bestest! skatebambi 🇸🇪 nailed it by spotting a 2021 Tesla Model 3 🇨🇳 Dual Motor in England, United Kingdom 🇬🇧 as the first player! #TeslaRadar #Tesla #UnitedKingdom #Model3;
1398;1398;7/11/2022; Whee! skatebambi 🇸🇪 was first to spot a 2021 Tesla Model 3 🇨🇳 Dual Motor in England, United Kingdom! 🇬🇧 #TeslaRadar #Tesla #UnitedKingdom #Model3;
1399;1399;7/11/2022; Lo and behold! skatebambi 🇸🇪 just spotted a 2021 Tesla Model 3 🇨🇳 Dual Motor for the very first time in England, United Kingdom! 🇬🇧 #TeslaRadar #Tesla #UnitedKingdom #Model3;
1400;1400;7/11/2022; Well done! skatebambi 🇸🇪 nailed it by spotting a 2021 Tesla Model 3 🇺🇸 Dual Motor in England, United Kingdom 🇬🇧 as the first player! #TeslaRadar #Tesla #UnitedKingdom #Model3;
1401;1401;7/11/2022; Cheers! skatebambi 🇸🇪 just spotted a 2022 Tesla Model Y 🇨🇳 Dual Motor in England, United Kingdom 🇬🇧 before anyone else did! #TeslaRadar #Tesla #UnitedKingdom #ModelY;
1402;1402;7/11/2022; Mega Millions jackpot reaches $440M ahead of Tuesday drawing ;
1403;1403;7/11/2022; Bravo! skatebambi 🇸🇪 was first to spot a 2022 Tesla Model Y 🇨🇳 Dual Motor in England, United Kingdom! 🇬🇧 #TeslaRadar #Tesla #UnitedKingdom #ModelY;
